"","code","year","eb_nmr_fil"
"188",13744,2003,9999.24859133394
"189",13760,2003,9997.98348829784
"190",13780,2003,9998.42731732425
"191",13810,2003,9999.09735857555
"192",13836,2003,9996.28244982844
"193",13838,2003,9995.05932280424
"194",13873,2003,9991.5590166984
"195",13894,2003,9984.38655431803
"196",15001,2003,9998.62072842131
"197",15022,2003,9995.51247038636
"198",15047,2003,9993.85595612741
"199",15051,2003,9997.29459874362
"200",15087,2003,9997.85436848254
"201",15090,2003,9996.93414019221
"202",15092,2003,9998.72819951683
"203",15097,2003,9999.25433116467
"204",15104,2003,9999.17009819098
"205",15106,2003,9998.1546279829
"206",15109,2003,9997.8424582248
"207",15114,2003,9998.07326143616
"208",15131,2003,9996.6962590188
"209",15135,2003,9994.59281555601
"210",15162,2003,9999.07776570606
"211",15172,2003,9994.14039441017
"212",15176,2003,9997.31785741779
"213",15180,2003,9994.40679087662
"214",15183,2003,9987.27908535121
"215",15185,2003,9998.18272184883
"216",15187,2003,9999.16316055049
"217",15189,2003,9994.45749818607
"218",15204,2003,9997.87648230482
"219",15212,2003,9997.43747792329
"220",15215,2003,9997.35714790679
"221",15218,2003,9998.95147061339
"222",15223,2003,9998.96116228465
"223",15224,2003,9998.28466752212
"224",15226,2003,9997.8261904142
"225",15232,2003,9997.78426316744
"226",15236,2003,9981.60312586439
"227",15238,2003,9998.11519425054
"228",15244,2003,9997.77957590822
"229",15248,2003,9998.46009817395
"230",15272,2003,9998.0751502794
"231",15276,2003,9999.14433100174
"232",15293,2003,9997.24703597964
"233",15296,2003,9997.80695976028
"234",15299,2003,9999.67381162696
"235",15317,2003,9998.67599313761
"236",15322,2003,9993.3930964939
"237",15325,2003,9998.07378894358
"238",15332,2003,9998.02820668263
"239",15362,2003,9998.59340633271
"240",15367,2003,9999.27665550233
"241",15368,2003,9996.54788382834
"242",15377,2003,9991.43018919524
"243",15380,2003,9996.87620519455
"244",15401,2003,9997.04870948625
"245",15403,2003,9998.80348409282
"246",15407,2003,9998.83483487783
"247",15425,2003,9989.98554276623
"248",15442,2003,9997.16580033713
"249",15455,2003,9997.71511120053
"250",15464,2003,9994.44415149511
"251",15466,2003,9996.92679800007
"252",15469,2003,9997.36352452384
"253",15476,2003,9998.92205805639
"254",15480,2003,9997.9726499252
"255",15491,2003,9998.98727602744
"256",15494,2003,9999.03754815429
"257",15500,2003,9996.57406165589
"258",15507,2003,9995.79731395088
"259",15511,2003,9998.28798802733
"260",15514,2003,9997.27151155884
"261",15516,2003,9994.99994120004
"262",15518,2003,9987.743920341
"263",15522,2003,9997.72867956452
"264",15531,2003,9994.75497774533
"265",15533,2003,9998.83898221408
"266",15537,2003,9999.16840789141
"267",15542,2003,9998.59429156499
"268",15550,2003,9985.23954965859
"269",15572,2003,9997.54575501703
"270",15580,2003,9998.18253106425
"271",15599,2003,9999.09321948026
"272",15600,2003,9999.18578274036
"273",15621,2003,9995.56441406776
"274",15632,2003,9997.05140644399
"275",15638,2003,9999.08020846145
"276",15646,2003,9998.299588345
"277",15660,2003,9996.51061003727
"278",15664,2003,9996.79411228796
"279",15667,2003,9995.32583043635
"280",15673,2003,9997.93993322928
"281",15676,2003,9998.73915655987
"282",15681,2003,9993.76012461691
"283",15686,2003,9998.25155151722
"284",15690,2003,9993.22267361396
"285",15693,2003,9998.54438724461
"286",15696,2003,9997.85006943778
"287",15720,2003,9998.16816760943
"288",15723,2003,9998.35496425476
"289",15740,2003,9997.08315368187
"290",15753,2003,9999.47904101333
"291",15755,2003,9996.59735152442
"292",15757,2003,9998.79680368862
"293",15759,2003,9997.32356042093
"294",15761,2003,9996.39988519452
"295",15762,2003,9996.05714460773
"296",15763,2003,9998.8440989533
"297",15764,2003,9998.1985519929
"298",15774,2003,9998.32927199576
"299",15776,2003,9999.27194076588
"300",15778,2003,9994.54874101146
"301",15790,2003,9998.84302444178
"302",15798,2003,9999.1787381026
"303",15804,2003,9999.51315075547
"304",15806,2003,9996.32097464335
"305",15808,2003,9994.79719957462
"306",15810,2003,9997.19346441914
"307",15814,2003,9998.98330389392
"308",15816,2003,9998.34163112767
"309",15820,2003,9997.08668968905
"310",15822,2003,9998.66881600571
"311",15832,2003,9998.42640449456
"312",15835,2003,9997.58095726848
"313",15837,2003,9998.63680481261
"314",15839,2003,9998.78621823662
"315",15842,2003,9998.71392696676
"316",15861,2003,9999.47359854082
"317",15879,2003,9997.08426075157
"318",15897,2003,9996.43432158248
"319",17001,2003,9994.16604851044
"320",17013,2003,9991.3551740866
"321",17042,2003,9981.27611448901
"322",17050,2003,9991.18472846305
"323",17088,2003,9986.41946932362
"324",17174,2003,9985.21170454488
"325",17272,2003,9985.32947784754
"326",17380,2003,9992.08416508405
"327",17388,2003,9991.24564390476
"328",17433,2003,9993.83439662464
"329",17442,2003,9991.78572529959
"330",17444,2003,9994.16450020783
"331",17446,2003,9990.90057950435
"332",17486,2003,9991.70407424284
"333",17495,2003,9990.65783688219
"334",17513,2003,9991.20255343178
"335",17524,2003,9986.37815836447
"336",17541,2003,9993.79438837625
"337",17614,2003,9992.58802599459
"338",17616,2003,9985.33158287006
"339",17653,2003,9990.61966304865
"340",17662,2003,9984.51685284298
"341",17665,2003,9991.41111291313
"342",17777,2003,9988.16354617569
"343",17867,2003,9995.62433152067
"344",17873,2003,9995.15122599338
"345",17877,2003,9986.48642838905
"346",18001,2003,9993.73628446131
"347",18029,2003,9986.73447093623
"348",18094,2003,9993.33687141521
"349",18150,2003,9987.90649188097
"350",18205,2003,9989.66112253031
"351",18247,2003,9991.69728177098
"352",18256,2003,9988.65480581452
"353",18410,2003,9990.80950006714
"354",18460,2003,9990.90444706397
"355",18479,2003,9985.17494074613
"356",18592,2003,9984.28832296662
"357",18610,2003,9989.13386798464
"358",18753,2003,9991.46146322373
"359",18756,2003,9997.22443811989
"360",18785,2003,9993.45094018767
"361",18860,2003,9990.38379674753
"362",19001,2003,9996.8627955241
"363",19022,2003,9998.08751892017
"364",19050,2003,9998.10296441915
"365",19075,2003,9994.34631518735
"366",19100,2003,9997.19589107239
"367",19110,2003,9997.63967103153
"368",19130,2003,9995.48547516933
"369",19137,2003,9998.64178168112
"370",19142,2003,9997.2448723092
"371",19212,2003,9994.22436733207
"372",19256,2003,9993.90203494996
"373",19290,2003,9996.47400212829
"374",19300,2003,9993.24080699633
"375",19318,2003,9997.83300261658
"376",19355,2003,9998.77120829532
"377",19364,2003,9998.84894945952
"378",19392,2003,9998.07143847145
"379",19397,2003,9998.16671144582
"380",19418,2003,9998.89855630479
"381",19450,2003,9994.57603499083
"382",19455,2003,9995.91746684237
"383",19473,2003,9997.61088671615
"384",19513,2003,9995.66315076214
"385",19517,2003,9998.67063680375
"386",19532,2003,9992.00144791542
"387",19533,2003,9998.97219928619
"388",19548,2003,9998.27213240557
"389",19573,2003,9993.31865823966
"390",19585,2003,9997.78604414249
"391",19622,2003,9996.57603941481
"392",19693,2003,9998.20924656201
"393",19698,2003,9994.24870104544
"394",19701,2003,9997.40806520783
"395",19743,2003,9997.96102800689
"396",19760,2003,9996.93130454046
"397",19780,2003,9999.05077396001
"398",19785,2003,9995.4430362655
"399",19807,2003,9995.98452397273
"400",19809,2003,9998.9733689953
"401",19821,2003,9998.46936028136
"402",19824,2003,9997.95164929822
"403",19845,2003,9996.46168347365
"404",20001,2003,9992.44359414587
"405",20011,2003,9995.19684189771
"406",20013,2003,9991.40758816807
"407",20032,2003,9996.9859999236
"408",20045,2003,9988.25916675586
"409",20060,2003,9989.66408120605
"410",20175,2003,9997.38939216343
"411",20178,2003,9991.5025469211
"412",20228,2003,9993.45827484678
"413",20238,2003,9990.73275396223
"414",20250,2003,9993.67945756011
"415",20295,2003,9996.95111263445
"416",20310,2003,9997.13048583287
"417",20383,2003,9997.23367983903
"418",20400,2003,9994.55010881113
"419",20443,2003,9995.99924160318
"420",20517,2003,9990.9180969836
"421",20550,2003,9992.33910814031
"422",20570,2003,9986.69385930743
"423",20614,2003,9997.28226396727
"424",20621,2003,9993.03934446768
"425",20710,2003,9996.88144164931
"426",20750,2003,9985.4029809635
"427",20770,2003,9997.30030287
"428",20787,2003,9997.36443910669
"429",23001,2003,9998.34648315907
"430",23068,2003,9999.27853536999
"431",23079,2003,9998.90018307275
"432",23090,2003,9998.68748109426
"433",23162,2003,9997.85405930093
"434",23168,2003,9998.05411669643
"435",23182,2003,9998.13444964442
"436",23189,2003,9998.50181624351
"437",23300,2003,9998.49363985578
"438",23350,2003,9999.25872502718
"439",23417,2003,9998.93303300519
"440",23419,2003,9998.61112960291
"441",23464,2003,9998.61738293947
"442",23466,2003,9999.47641216016
"443",23500,2003,9998.74320156983
"444",23555,2003,9999.18721421963
"445",23570,2003,9999.08570936841
"446",23574,2003,9998.91208094241
"447",23580,2003,9998.69537903322
"448",23586,2003,9998.73247869807
"449",23660,2003,9998.58214898188
"450",23670,2003,9998.89788908113
"451",23672,2003,9998.06472954517
"452",23675,2003,9998.37024890279
"453",23678,2003,9997.71341199957
"454",23682,2003,9997.63168026763
"455",23686,2003,9998.55136319904
"456",23807,2003,9998.04737040832
"457",23815,2003,9998.26843477918
"458",23855,2003,9998.82632263206
"459",25001,2003,9997.07223345287
"460",25019,2003,9992.67460720996
"461",25035,2003,9994.9134062169
"462",25040,2003,9995.68551287891
"463",25053,2003,9999.30659436373
"464",25086,2003,9993.06881061034
"465",25095,2003,9992.76930859566
"466",25099,2003,9995.36477236405
"467",25120,2003,9993.22264101374
"468",25123,2003,9998.2438176994
"469",25126,2003,9998.19823415812
"470",25148,2003,9995.88686154129
"471",25151,2003,9998.12196352698
"472",25154,2003,9997.77326517643
"473",25168,2003,9998.62552315262
"474",25175,2003,9997.74777759949
"475",25178,2003,9996.20138235339
"476",25181,2003,9998.60531835393
"477",25183,2003,9997.5313833342
"478",25200,2003,9997.93502598748
"479",25214,2003,9997.6151527042
"480",25224,2003,9997.39255309069
"481",25245,2003,9996.60621040295
"482",25258,2003,9976.83221805294
"483",25260,2003,9997.69968751865
"484",25269,2003,9997.51663430854
"485",25279,2003,9999.05289888886
"486",25281,2003,9998.21878797226
"487",25286,2003,9997.93952055345
"488",25288,2003,9998.87584932936
"489",25290,2003,9993.49721286345
"490",25293,2003,9985.91187330542
"491",25295,2003,9998.06195750619
"492",25297,2003,9987.9891711886
"493",25299,2003,9986.24819594006
"494",25307,2003,9996.89939598353
"495",25312,2003,9997.16430167524
"496",25317,2003,9999.28728337398
"497",25320,2003,9996.31535129203
"498",25322,2003,9996.76509658735
"499",25324,2003,9997.88081654309
"500",25326,2003,9998.82445459059
"501",25328,2003,9984.02114463162
"502",25335,2003,9997.16302510301
"503",25339,2003,9998.49382585138
"504",25368,2003,9995.26276316315
"505",25372,2003,9991.77936073188
"506",25377,2003,9998.71707117441
"507",25386,2003,9997.68840813573
"508",25394,2003,9964.7150254496
"509",25398,2003,9993.51169602986
"510",25402,2003,9993.34511933349
"511",25407,2003,9998.74223991933
"512",25426,2003,9997.26035103375
"513",25430,2003,9998.90301294196
"514",25436,2003,9996.8326247589
"515",25438,2003,9994.60714714443
"516",25473,2003,9998.86197388886
"517",25483,2003,9998.20459310879
"518",25486,2003,9999.34258429799
"519",25488,2003,9998.84928822138
"520",25489,2003,9997.55630569145
"521",25491,2003,9996.788982249
"522",25506,2003,9996.37569349646
"523",25513,2003,9995.28695979444
"524",25518,2003,9988.908503927
"525",25524,2003,9995.74455769253
"526",25530,2003,9997.09420027373
"527",25535,2003,9997.45595911367
"528",25572,2003,9997.52422947215
"529",25580,2003,9993.36325690887
"530",25592,2003,9992.64864999636
"531",25594,2003,9998.20566354482
"532",25596,2003,9989.68850860203
"533",25599,2003,9982.95519168249
"534",25612,2003,9992.1069122122
"535",25645,2003,9997.48264043532
"536",25649,2003,9996.11112953625
"537",25653,2003,9991.4526958355
"538",25658,2003,9996.96069945269
"539",25662,2003,9984.79198712373
"540",25718,2003,9994.49585443266
"541",25736,2003,9994.43692709154
"542",25740,2003,9997.53354553929
"543",25743,2003,9985.72116865118
"544",25745,2003,9998.93324809655
"545",25754,2003,9996.46736161095
"546",25758,2003,9998.55449392177
"547",25769,2003,9998.18918283568
"548",25772,2003,9998.65576523272
"549",25777,2003,9994.91621364019
"550",25779,2003,9999.18868968484
"551",25781,2003,9997.75272107092
"552",25785,2003,9997.41297894033
"553",25793,2003,9996.99798379063
"554",25797,2003,9996.93594755867
"555",25799,2003,9997.8535577664
"556",25805,2003,9991.69251961815
"557",25807,2003,9994.20241146374
"558",25815,2003,9997.56675094481
"559",25817,2003,9998.48790420808
"560",25823,2003,9977.59226367458
"561",25839,2003,9995.71152156874
"562",25841,2003,9997.4006225009
"563",25843,2003,9999.05919913841
"564",25845,2003,9998.3072610104
"565",25851,2003,9980.99368640512
"566",25862,2003,9994.87237082317
"567",25867,2003,9989.47314279972
"568",25871,2003,9990.56642182843
"569",25873,2003,9996.77029392768
"570",25875,2003,9995.30626571519
"571",25878,2003,9991.28382400822
"572",25885,2003,9996.6798680198
"573",25898,2003,9997.4194693817
"574",25899,2003,9998.68955071316
"575",27001,2003,9995.4326790553
"576",27006,2003,9998.4219163145
"577",27025,2003,9999.51708025795
"578",27050,2003,9995.3584278316
"579",27073,2003,9997.14482190787
"580",27075,2003,9997.23135794474
"581",27077,2003,9998.68926601039
"582",27099,2003,9999.28971583674
"583",27135,2003,9999.11165246813
"584",27150,2003,9999.15289395983
"585",27160,2003,9998.68112872873
"586",27205,2003,9997.66669633062
"587",27245,2003,9997.51820083469
"588",27250,2003,9999.55702257399
"589",27361,2003,9997.64297753696
"590",27372,2003,9999.07883621344
"591",27413,2003,9999.3624570193
"592",27425,2003,9998.88392694891
"593",27430,2003,9999.38873627825
"594",27450,2003,9998.76681692816
"595",27491,2003,9996.20031372506
"596",27495,2003,9998.38664877534
"597",27580,2003,9999.24170607729
"598",27600,2003,9999.2982113168
"599",27615,2003,9998.96932567492
"600",27660,2003,9981.76133941802
"601",27745,2003,9996.52669357442
"602",27787,2003,9996.87897251968
"603",27800,2003,9997.50531677192
"604",27810,2003,9999.42653931153
"605",41001,2003,9997.18494042973
"606",41006,2003,9984.64542341658
"607",41013,2003,9994.21258470958
"608",41016,2003,9997.84582900737
"609",41020,2003,9984.60436224449
"610",41026,2003,9991.13488689777
"611",41078,2003,9982.50694143196
"612",41132,2003,9995.066382212
"613",41206,2003,9992.3844888931
"614",41244,2003,9996.37851462073
"615",41298,2003,9994.66069254475
"616",41306,2003,9993.6141542178
"617",41319,2003,9995.14720450739
"618",41349,2003,9994.24507948976
"619",41357,2003,9993.45511888207
"620",41359,2003,9988.1900099196
"621",41378,2003,9998.16024206025
"622",41396,2003,9997.59036400593
"623",41483,2003,9995.01261024191
"624",41503,2003,9995.816667494
"625",41518,2003,9995.41869786792
"626",41524,2003,9995.48417751321
"627",41530,2003,9994.50320421929
"628",41548,2003,9995.93640304918
"629",41551,2003,9992.41133401495
"630",41615,2003,9994.19803315776
"631",41660,2003,9995.0701908078
"632",41668,2003,9991.88987224446
"633",41676,2003,9993.17168615251
"634",41770,2003,9992.40357144251
"635",41791,2003,9997.01031726644
"636",41797,2003,9998.28100882552
"637",41799,2003,9990.71975184876
"638",41801,2003,9994.418425279
"639",41807,2003,9996.30378227145
"640",41872,2003,9997.91009813655
"641",41885,2003,9996.40188666367
"642",44001,2003,9992.48736487077
"643",44035,2003,9997.31734803913
"644",44078,2003,9990.87963693248
"645",44090,2003,9991.63383111837
"646",44098,2003,9994.78281957157
"647",44110,2003,9995.20387040966
"648",44279,2003,9992.48514765583
"649",44378,2003,9995.6565327881
"650",44420,2003,9989.95112075156
"651",44430,2003,9988.69936737086
"652",44560,2003,9999.07672457027
"653",44650,2003,9988.15895829718
"654",44847,2003,9998.7985751248
"655",44855,2003,9990.40726420273
"656",44874,2003,9988.87539200165
"657",47001,2003,9994.39586894441
"658",47030,2003,9996.9402553021
"659",47053,2003,9989.96707679136
"660",47058,2003,9997.67563203563
"661",47161,2003,9998.15257461719
"662",47170,2003,9998.43861677306
"663",47189,2003,9988.23266052574
"664",47205,2003,9998.04068198125
"665",47245,2003,9996.43211472851
"666",47258,2003,9998.06462050818
"667",47268,2003,9998.40265888619
"668",47288,2003,9986.9823969971
"669",47318,2003,9996.84289872051
"670",47460,2003,9994.9251780246
"671",47541,2003,9996.63137318777
"672",47545,2003,9998.40098617706
"673",47551,2003,9998.08485631042
"674",47555,2003,9993.35804672106
"675",47570,2003,9999.2129851676
"676",47605,2003,9997.48419672401
"677",47660,2003,9998.93282451993
"678",47675,2003,9996.22889275948
"679",47692,2003,9998.2855649404
"680",47703,2003,9997.53628384163
"681",47707,2003,9997.90160713331
"682",47720,2003,9998.3058168276
"683",47745,2003,9997.76645790969
"684",47798,2003,9996.37476003378
"685",47960,2003,9998.25788902902
"686",47980,2003,9990.31793429413
"687",50001,2003,9994.88274113352
"688",50006,2003,9991.6847176469
"689",50110,2003,9994.65087245464
"690",50124,2003,9995.77436365433
"691",50150,2003,9985.55122150268
"692",50223,2003,9979.53004582662
"693",50226,2003,9989.94331845332
"694",50245,2003,9992.45036007489
"695",50251,2003,9913.21108469457
"696",50270,2003,9975.18553225387
"697",50287,2003,9974.8202585193
"698",50313,2003,9992.48583019282
"699",50318,2003,9990.23096140858
"700",50325,2003,9997.6933491723
"701",50330,2003,9955.26566588988
"702",50350,2003,9988.87995401989
"703",50370,2003,9993.97157727039
"704",50400,2003,9974.67797773555
"705",50450,2003,9993.16216254922
"706",50568,2003,9992.95930075774
"707",50573,2003,9993.89621545663
"708",50577,2003,9969.68850254105
"709",50590,2003,9988.43995512538
"710",50606,2003,9988.5199524015
"711",50680,2003,9994.61397755523
"712",50683,2003,9951.49211770776
"713",50686,2003,9994.31382831652
"714",50689,2003,9990.53427245828
"715",50711,2003,9974.68178358609
"716",52001,2003,9996.13957053984
"717",52019,2003,9998.08487664552
"718",52022,2003,9997.55386123672
"719",52036,2003,9996.10407575856
"720",52051,2003,9997.43977372241
"721",52079,2003,9996.48729332856
"722",52083,2003,9997.29514847472
"723",52110,2003,9997.38866269377
"724",52203,2003,9997.85333345966
"725",52207,2003,9995.86589544967
"726",52210,2003,9996.39569211317
"727",52215,2003,9994.60547976445
"728",52224,2003,9997.20844449923
"729",52227,2003,9997.58454564498
"730",52233,2003,9995.91418101028
"731",52240,2003,9997.3026447313
"732",52250,2003,9996.62651467769
"733",52254,2003,9996.1421062059
"734",52256,2003,9995.65448744244
"735",52258,2003,9997.31633769406
"736",52260,2003,9997.43742645475
"737",52287,2003,9997.58253632205
"738",52317,2003,9998.35139936548
"739",52320,2003,9996.18971447471
"740",52323,2003,9996.98042162637
"741",52352,2003,9996.67831572215
"742",52354,2003,9996.17856395791
"743",52356,2003,9996.77101650598
"744",52378,2003,9996.15066186902
"745",52381,2003,9996.74717939434
"746",52385,2003,9995.90820170531
"747",52390,2003,9997.64828754186
"748",52399,2003,9996.4858154205
"749",52405,2003,9996.56562057036
"750",52411,2003,9995.69097070599
"751",52418,2003,9996.66248022133
"752",52427,2003,9997.03098491329
"753",52435,2003,9995.86594407139
"754",52473,2003,9997.63027687284
"755",52480,2003,9997.12344677079
"756",52490,2003,9996.76829320846
"757",52506,2003,9997.54602399359
"758",52520,2003,9996.44780744722
"759",52540,2003,9994.45533640901
"760",52560,2003,9997.78195872035
"761",52565,2003,9997.81823797808
"762",52573,2003,9996.22366514426
"763",52585,2003,9997.06669226317
"764",52612,2003,9992.98426006626
"765",52621,2003,9998.8233101868
"766",52678,2003,9995.98864987614
"767",52683,2003,9997.51705358766
"768",52685,2003,9998.15637000365
"769",52687,2003,9997.89366286445
"770",52693,2003,9996.32150773796
"771",52694,2003,9997.63476894364
"772",52696,2003,9996.86870583019
"773",52699,2003,9998.10989304155
"774",52720,2003,9997.82164754645
"775",52786,2003,9996.06000126128
"776",52788,2003,9996.19980874825
"777",52835,2003,9993.21620032851
"778",52838,2003,9997.22262798963
"779",52885,2003,9996.76046912876
"780",54001,2003,9989.42196669984
"781",54003,2003,9994.369855039
"782",54051,2003,9982.33042972764
"783",54099,2003,9988.92746762816
"784",54109,2003,9989.15828219969
"785",54125,2003,9993.41443624526
"786",54128,2003,9997.39571175787
"787",54172,2003,9995.04922049744
"788",54174,2003,9994.47340101997
"789",54206,2003,9989.2476741786
"790",54223,2003,9986.58261335149
"791",54239,2003,9994.91298035932
"792",54245,2003,9996.10557520314
"793",54250,2003,9970.68517792698
"794",54261,2003,9984.4285343323
"795",54313,2003,9995.77469744348
"796",54344,2003,9989.00951406321
"797",54347,2003,9988.40484586145
"798",54377,2003,9995.7889595349
"799",54385,2003,9996.25997704708
"800",54398,2003,9992.32741728978
"801",54405,2003,9991.27111150197
"802",54418,2003,9995.14797565342
"803",54480,2003,9992.88860020761
"804",54498,2003,9994.32798638807
"805",54518,2003,9994.00320114566
"806",54520,2003,9996.98530661112
"807",54553,2003,9990.01187840154
"808",54599,2003,9991.79392152556
"809",54660,2003,9995.95040405491
"810",54670,2003,9991.32593118677
"811",54673,2003,9987.81320812367
"812",54680,2003,9982.70631540224
"813",54720,2003,9991.11019677453
"814",54743,2003,9994.47760196885
"815",54800,2003,9989.55110356577
"816",54810,2003,9957.44818221279
"817",54820,2003,9996.88680736514
"818",54871,2003,9992.00162003138
"819",54874,2003,9993.33713699704
"820",63001,2003,9995.27909754578
"821",63111,2003,9995.28923704076
