"","code.sh","year","errad_aerea","lag.ataqinst_ELN","lag.H_coca","lag.errad_manual","H_Coca_mayor3","lag.DF_gast_inv","errad_manual","lag.lotes_coca","lotes_coca","lag.g_terreno","eb_mr","imr","lag.gini","Litr","lag.eb_pir"
"1390",18094,2004,45.6166666666667,0,219.122857142857,4.66666666666667,7,84.3124408869594,4.66666666666667,93.5714285714286,116,0.517412382931936,6.57596796830027,24.84,0.482799989836557,85.99222,NA
"1391",18094,2007,178.48,0,72.4285714285714,74.7695238095238,0,86.2413908223258,119.28,99.0952380952381,95.3333333333333,0.520458569129308,7.09575820931362,23.74,NA,NA,NA
"1392",18094,2010,294.096666666667,NA,49.6666666666667,18.4557142857143,0,87.0961955688032,0.333333333333333,87.6190476190476,164,0.535266669023605,5.47826325673062,22.2633333333334,NA,NA,14.9434344331965
"1393",18150,2001,1745.28,0,767.742777777778,2.16666666666667,1712.24666666667,75.7458634976714,3.66666666666667,418.611111111111,2830,0.479647775491079,NA,NA,NA,NA,NA
"1394",18150,2004,1363.79,0,326.077777777778,17.0555555555556,500.333333333333,79.2898830951476,134.833333333333,231.111111111111,987.333333333333,0.479879445499844,14.8856913916837,25.72,0.479499985774358,78.70251,NA
"1395",18150,2007,347.796666666667,0,365.055555555556,66.9716666666667,381.333333333333,84.1303856101249,19.1666666666667,447.555555555556,1261.66666666667,0.479708332154486,15.1669799035699,24.5766666666667,NA,NA,NA
"1396",18150,2010,2305.35333333333,NA,293.055555555556,279.160555555556,6.33333333333333,86.7061612694335,177.676666666667,370.277777777778,680,0.481153332524829,9.67539299117683,23.05,NA,NA,12.5278751962417
"1397",18205,2001,4621.37,0,1288.98277777778,0.166666666666667,137.046666666667,78.0582001936091,0,898.111111111111,554.333333333333,0.447883278102234,NA,NA,NA,NA,NA
"1398",18205,2004,309.85,0,654.722222222222,5.16666666666667,24,84.4497354149299,0,417.388888888889,220.666666666667,0.462607777780957,9.5764068267096,30.4299999999999,0.501470658133427,85.18346,NA
"1399",18205,2007,1143.63333333333,0,485.388888888889,269.904444444444,10.6666666666667,85.702443275541,354.096666666667,651,255.333333333333,0.46841610636976,6.87828412299374,29.2966666666667,NA,NA,NA
"1400",18205,2010,292.483333333333,NA,250.666666666667,45.0416666666667,0,86.718091952999,60.5033333333333,473.944444444444,238.666666666667,0.471857779555851,7.78431989586655,27.776415355246,NA,NA,8.29770330381765
"1401",18247,2001,95,0,1638.57466666667,0.733333333333333,2.05666666666667,77.8908206813215,0,607.266666666667,20.3333333333333,0.577523996432622,NA,NA,NA,NA,NA
"1402",18247,2004,130.006666666667,0,390.29,30.5666666666667,2.33333333333333,79.4901990110531,5.66666666666667,223.333333333333,22.3333333333333,0.57617932955424,8.15303469166308,26.0599999999999,0.471199989318848,86.63539,NA
"1403",18247,2007,26.0233333333333,0,394.333333333333,53.766,2.33333333333333,84.2307510398038,33.2333333333333,338.6,106.333333333333,0.574585996071498,7.90184180437003,24.9033333333333,NA,NA,NA
"1404",18247,2010,425.016666666667,NA,193,60.906,1,86.1934558938615,0,229.4,117,0.565548660357793,8.20680274552311,23.3633333333333,NA,NA,14.3158497328861
"1405",18256,2001,88.4,0,1219.83476190476,44.0057142857143,16.5533333333333,74.3877154897091,0,450.761904761905,55.6666666666667,0.616380472977956,NA,NA,NA,NA,NA
"1406",18256,2004,161.5,0,300.954761904762,24.2142857142857,0,82.3325373345923,3.33333333333333,183.904761904762,20.6666666666667,0.616631426981517,11.2295985330699,28.55,0.468614275966372,83.26679,NA
"1407",18256,2007,65.9733333333333,0,308.714285714286,28.947619047619,0,84.763795205535,136.746666666667,274.380952380952,78,0.615838090578715,12.1030393461733,27.2866666666666,NA,NA,NA
"1408",18256,2010,216.116666666667,NA,147.619047619048,225.478571428571,0,86.3783022366716,45.0666666666667,180.380952380952,93.6666666666667,0.612469995305652,6.63615091640713,25.5933333333333,NA,NA,20.2040472081603
"1409",18410,2001,243.753333333333,0,2176.13,62.1413333333333,54.7266666666667,76.0751678640383,4.33333333333333,934.4,295,0.474666666984558,NA,NA,NA,NA,NA
"1410",18410,2004,459.296666666667,0,591.09,38.4333333333333,73,83.5585089437975,13.3333333333333,402.066666666667,241.333333333333,0.470238669713338,10.4100376623707,29.64,0.503939986228943,81.79893,NA
"1411",18410,2007,672.096666666667,0,622.2,38.376,31.3333333333333,85.5791562819261,113.266666666667,631.6,536.666666666667,0.47188466389974,11.2049573736501,28.3233333333333,NA,NA,NA
"1412",18410,2010,765.263333333333,NA,331.066666666667,52.6353333333333,1,86.5242265250371,1364.74,429.933333333333,403.666666666667,0.466814668973287,12.43715486712,26.57,NA,NA,15.7679330471374
"1413",18460,2001,392.77,0,767.369333333333,63.9866666666667,61.4166666666667,75.0615975880634,7,452.933333333333,350.333333333333,0.473076659440994,NA,NA,NA,NA,NA
"1414",18460,2004,234.85,0,426.905333333333,8.93333333333333,27.3333333333333,85.6743417389779,22.6666666666667,255.8,239.333333333333,0.477597330013911,9.05228331112994,31.92,0.492659986019135,83.27436,NA
"1415",18460,2007,1075.59666666667,0,330.066666666667,41.992,26.6666666666667,85.3403997584354,0,431.2,527,0.476675329605738,6.766013226353,30.5033333333333,NA,NA,NA
"1416",18460,2010,1215.55333333333,NA,234.4,281.112666666667,0.333333333333333,85.6250214747486,3.5,320.466666666667,345,0.492981336514155,6.34165349104357,27.9359725450817,NA,NA,18.3478410590944
"1417",18479,2001,0,0,366.419166666667,77.3433333333333,0,71.4175786186257,15.56,244.416666666667,3.33333333333333,0.490189162393411,NA,NA,NA,NA,NA
"1418",18479,2004,0,0,288.25,10.75,0,82.8585125855077,0,165.583333333333,4,0.49297833442688,14.1761937856863,22.1799999999999,0.498299986124039,85.89041,NA
"1419",18479,2007,0,0,174.416666666667,53.4933333333333,0,83.0887378320611,2,238.5,12.3333333333333,0.499684994419416,11.8179382659267,21.1933333333334,NA,NA,NA
"1420",18479,2010,89.7166666666667,NA,122,10.9141666666667,0,85.9112283814587,0,184.166666666667,2,0.502075838545958,7.26701305103052,19.2196666666667,NA,NA,17.4398636250555
"1421",18592,2001,65.0333333333333,0,2258.98166666667,3.08333333333333,32.27,77.9566324215374,0,853.583333333333,150.666666666667,0.53227083136638,NA,NA,NA,NA,NA
"1422",18592,2004,1816.31666666667,0,529.754166666667,47.5416666666667,67,81.2863918709752,14.6666666666667,319.166666666667,108.666666666667,0.531719170510769,14.1677862612335,25.36,0.475449986755848,85.25014,NA
"1423",18592,2007,583.8,0,523.916666666667,15.0166666666667,10.6666666666667,84.1182230081171,111.916666666667,425.916666666667,353.333333333333,0.530912498633067,15.3268319982702,24.2333333333333,NA,NA,NA
"1424",18592,2010,1238.12,NA,241.583333333333,90.0116666666667,2,86.791122171578,81.7866666666667,265.5,373.333333333333,0.517880827188492,10.334236426747,22.73,NA,NA,10.4157090096089
"1425",18610,2001,139.9,0,374.301666666667,0.388888888888889,123.57,79.070905243964,0,260.5,568.333333333333,0.512311105926831,NA,NA,NA,NA,NA
"1426",18610,2004,592.88,0,196.055555555556,3.16666666666667,22,83.2446542652358,4,144.722222222222,250,0.502607223060396,9.99362170762348,27.52,0.489483326673508,86.61558,NA
"1427",18610,2007,937.483333333333,0,161.222222222222,178.226111111111,9.33333333333333,85.6665236583594,314.296666666667,204.611111111111,273,0.504529996050729,12.6469600900267,26.3,NA,NA,NA
"1428",18610,2010,1148.79333333333,NA,67.6666666666667,33.6394444444444,0,87.5344031430871,89.3666666666667,141.5,365.333333333333,0.510429999894566,7.52396884419371,24.5150544411374,NA,NA,10.9489936709786
"1429",18753,2001,325.96,0,1733.06121212121,4.15151515151515,249.71,77.8679725700149,8.66666666666667,840.030303030303,564,0.591848782517693,NA,NA,NA,NA,NA
"1430",18753,2004,647.153333333333,0,529.848484848485,21.7121212121212,70.6666666666667,80.7283060306379,49.6666666666667,326.090909090909,267,0.579170301105037,9.10063838509329,25.85,0.462550717158751,76.58931,NA
"1431",18753,2007,236.786666666667,0,415.666666666667,31.569696969697,62.3333333333333,85.7798792762958,6.66666666666667,425.727272727273,335.666666666667,0.577204850586978,11.8677702797571,24.7,NA,NA,NA
"1432",18753,2010,1168.12333333333,NA,230.575757575758,27.499696969697,8.66666666666667,86.6694815295192,182.37,266.181818181818,265,0.579980305650018,8.51087451379317,23.17,NA,NA,17.3838792162272
"1433",18756,2001,2939.27333333333,0,2286.77895833333,6.4375,303.883333333333,78.3625000268779,0,1129.91666666667,1426,0.536665300914033,NA,NA,NA,NA,NA
"1434",18756,2004,409.086666666667,0,699.580208333333,21.3020833333333,182.333333333333,81.4779408320325,15.6666666666667,416.916666666667,726.666666666667,0.536788755787921,3.22509392217338,44.21,0.499693230129113,84.97439,NA
"1435",18756,2007,879.02,0,612.1875,98.1191666666667,94.6666666666667,80.4725325262147,0,650.416666666667,1275.33333333333,0.521384420467403,5.37619469943941,41.7766666666666,NA,NA,NA
"1436",18756,2010,1952.18,NA,438.979166666667,126.165625,3.33333333333333,83.7488224256969,1,525.895833333333,969,0.504122446108615,4.62279027903666,38.5366666666667,NA,NA,7.84128083224044
"1437",18785,2001,2330.55,0,2067.32333333333,0,122.38,80.3074058873429,1,1349.33333333333,481.666666666667,0.434230757212473,NA,NA,NA,NA,NA
"1438",18785,2004,422.16,0,885.416666666667,7.33333333333333,99.6666666666667,84.7547689702195,0,623.25,177,0.459799165527026,6.49158804624312,28.33,0.512280990108848,83.15912,NA
"1439",18785,2007,279.996666666667,0,771.333333333333,226.136666666667,4.66666666666667,86.4305426787542,161.953333333333,1016.16666666667,222,0.458659167091052,13.1396314844096,27.0700000000001,NA,NA,NA
"1440",18785,2010,459.27,NA,467.25,24.3416666666667,0,87.9503503989128,4.02,778.5,125.666666666667,0.461335837841034,8.89236434998687,25.3899999999999,NA,NA,7.06436516804388
"1441",18860,2001,1884.82666666667,0,688.676190476191,3.69904761904762,111.683333333333,76.7422424038375,0,438.190476190476,530.333333333333,0.433429523592903,NA,NA,NA,NA,NA
"1442",18860,2004,648.91,0,353.265714285714,7.85714285714286,91.3333333333333,82.0191654918202,0,225.380952380952,270.666666666667,0.431089523292723,11.8606078467334,20.1799999999999,0.510385700634548,83.45009,NA
"1443",18860,2007,370.373333333333,0,275.714285714286,106.725714285714,8,82.3249754615935,58.7266666666667,352,315.666666666667,0.430661425704048,8.1428256041266,20.1799999999999,NA,NA,NA
"1444",18860,2010,288.013333333333,NA,178.047619047619,9.90809523809524,0,85.8697416696182,3.89,266.095238095238,165.666666666667,0.43999000106539,3.28984886783352,20.1799999999999,NA,NA,11.9678846353946
"1445",19001,2001,0,0,222.271111111111,0,0,84.5154651448489,0,105.611111111111,0,0.769692768653234,NA,NA,NA,NA,NA
"1446",19001,2004,0,0,56.8333333333333,1.5,0,85.3028988810983,0.396666666666667,46.4444444444444,0,0.775280555089315,3.41458082833681,13.83,0.514666676521301,95.8541,NA
"1447",19001,2007,0,0,130.722222222222,3.40666666666667,0,87.2128436280113,0,170.611111111111,0,0.802219447162416,4.48549745994023,13.22,NA,NA,NA
"1448",19001,2010,0,NA,242.222222222222,82.5883333333333,0,89.3967104500084,0,304.055555555556,0,0.803399999936422,4.16798922417001,12.267636603672,NA,NA,2.47473351931846
"1449",19022,2001,0,0,0,0.0416666666666667,0,85.9234239495584,0,0,0,0.781092499693235,NA,NA,NA,NA,NA
"1450",19022,2004,0,0.166666666666667,0.3075,7.9925,0,84.5275752218804,3.88,0.333333333333333,0,0.779669175545375,2.11183021058969,34.72,0.489600002765656,79.46177,NA
