"","coddepto","codprovincia","codmpio","depto","provincia","municipio","ano","pobl_tot","ipm_asisescu_pob","gpacifica"
"1",5,595,5001,"Antioquia","Valle del aburra","Medellín",1993,1793491,NA,0
"2",5,595,5001,"Antioquia","Valle del aburra","Medellín",1994,1832197,NA,0
"3",5,595,5001,"Antioquia","Valle del aburra","Medellín",1995,1872241,NA,0
"4",5,595,5001,"Antioquia","Valle del aburra","Medellín",1996,1912860,NA,0
"5",5,595,5001,"Antioquia","Valle del aburra","Medellín",1997,1953293,NA,0
"6",5,595,5001,"Antioquia","Valle del aburra","Medellín",1998,1992781,NA,0
"7",5,595,5001,"Antioquia","Valle del aburra","Medellín",1999,2030560,NA,0
"8",5,595,5001,"Antioquia","Valle del aburra","Medellín",2000,2065871,NA,0
"9",5,595,5001,"Antioquia","Valle del aburra","Medellín",2001,2098618,NA,0
"10",5,595,5001,"Antioquia","Valle del aburra","Medellín",2002,2129874,NA,0
"11",5,595,5001,"Antioquia","Valle del aburra","Medellín",2003,2159609,NA,0
"12",5,595,5001,"Antioquia","Valle del aburra","Medellín",2004,2187831,NA,0
"13",5,595,5001,"Antioquia","Valle del aburra","Medellín",2005,2214494,155102.27,0
"14",5,595,5001,"Antioquia","Valle del aburra","Medellín",2006,2239003,NA,0
"15",5,595,5001,"Antioquia","Valle del aburra","Medellín",2007,2265244,NA,0
"16",5,595,5001,"Antioquia","Valle del aburra","Medellín",2008,2291378,NA,0
"17",5,595,5001,"Antioquia","Valle del aburra","Medellín",2009,2317336,NA,0
"18",5,595,5001,"Antioquia","Valle del aburra","Medellín",2010,2343049,NA,0
"19",5,595,5001,"Antioquia","Valle del aburra","Medellín",2011,2368282,NA,0
"20",5,595,5001,"Antioquia","Valle del aburra","Medellín",2012,2393011,NA,0
"21",5,595,5001,"Antioquia","Valle del aburra","Medellín",2013,2417325,NA,0
"22",5,595,5001,"Antioquia","Valle del aburra","Medellín",2014,2441123,NA,0
"23",5,595,5001,"Antioquia","Valle del aburra","Medellín",2015,2464322,NA,0
"24",5,595,5001,"Antioquia","Valle del aburra","Medellín",2016,2486723,NA,0
"25",5,595,5001,"Antioquia","Valle del aburra","Medellín",2017,2508452,NA,0
"26",5,595,5001,"Antioquia","Valle del aburra","Medellín",2018,2372330,NA,0
"27",5,562,5002,"Antioquia","Oriente","Abejorral",1993,23735,NA,0
"28",5,562,5002,"Antioquia","Oriente","Abejorral",1994,23297,NA,0
"29",5,562,5002,"Antioquia","Oriente","Abejorral",1995,22875,NA,0
"30",5,562,5002,"Antioquia","Oriente","Abejorral",1996,22479,NA,0
"31",5,562,5002,"Antioquia","Oriente","Abejorral",1997,22109,NA,0
"32",5,562,5002,"Antioquia","Oriente","Abejorral",1998,21768,NA,0
"33",5,562,5002,"Antioquia","Oriente","Abejorral",1999,21462,NA,0
"34",5,562,5002,"Antioquia","Oriente","Abejorral",2000,21195,NA,0
"35",5,562,5002,"Antioquia","Oriente","Abejorral",2001,20966,NA,0
"36",5,562,5002,"Antioquia","Oriente","Abejorral",2002,20759,NA,0
"37",5,562,5002,"Antioquia","Oriente","Abejorral",2003,20570,NA,0
"38",5,562,5002,"Antioquia","Oriente","Abejorral",2004,20401,NA,0
"39",5,562,5002,"Antioquia","Oriente","Abejorral",2005,20249,3318.8536,0
"40",5,562,5002,"Antioquia","Oriente","Abejorral",2006,20113,NA,0
"41",5,562,5002,"Antioquia","Oriente","Abejorral",2007,20022,NA,0
"42",5,562,5002,"Antioquia","Oriente","Abejorral",2008,19930,NA,0
"43",5,562,5002,"Antioquia","Oriente","Abejorral",2009,19853,NA,0
"44",5,562,5002,"Antioquia","Oriente","Abejorral",2010,19750,NA,0
"45",5,562,5002,"Antioquia","Oriente","Abejorral",2011,19672,NA,0
"46",5,562,5002,"Antioquia","Oriente","Abejorral",2012,19570,NA,0
"47",5,562,5002,"Antioquia","Oriente","Abejorral",2013,19478,NA,0
"48",5,562,5002,"Antioquia","Oriente","Abejorral",2014,19382,NA,0
"49",5,562,5002,"Antioquia","Oriente","Abejorral",2015,19290,NA,0
"50",5,562,5002,"Antioquia","Oriente","Abejorral",2016,19195,NA,0
"51",5,562,5002,"Antioquia","Oriente","Abejorral",2017,19096,NA,0
"52",5,562,5002,"Antioquia","Oriente","Abejorral",2018,17599,NA,0
"53",5,560,5004,"Antioquia","Occidente","Abriaquí",1993,3220,NA,0
"54",5,560,5004,"Antioquia","Occidente","Abriaquí",1994,3209,NA,0
"55",5,560,5004,"Antioquia","Occidente","Abriaquí",1995,3187,NA,0
"56",5,560,5004,"Antioquia","Occidente","Abriaquí",1996,3158,NA,0
"57",5,560,5004,"Antioquia","Occidente","Abriaquí",1997,3121,NA,0
"58",5,560,5004,"Antioquia","Occidente","Abriaquí",1998,3076,NA,0
"59",5,560,5004,"Antioquia","Occidente","Abriaquí",1999,3027,NA,0
"60",5,560,5004,"Antioquia","Occidente","Abriaquí",2000,2971,NA,0
"61",5,560,5004,"Antioquia","Occidente","Abriaquí",2001,2912,NA,0
"62",5,560,5004,"Antioquia","Occidente","Abriaquí",2002,2856,NA,0
"63",5,560,5004,"Antioquia","Occidente","Abriaquí",2003,2799,NA,0
"64",5,560,5004,"Antioquia","Occidente","Abriaquí",2004,2744,NA,0
"65",5,560,5004,"Antioquia","Occidente","Abriaquí",2005,2690,232.2971,0
"66",5,560,5004,"Antioquia","Occidente","Abriaquí",2006,2636,NA,0
"67",5,560,5004,"Antioquia","Occidente","Abriaquí",2007,2570,NA,0
"68",5,560,5004,"Antioquia","Occidente","Abriaquí",2008,2504,NA,0
"69",5,560,5004,"Antioquia","Occidente","Abriaquí",2009,2458,NA,0
"70",5,560,5004,"Antioquia","Occidente","Abriaquí",2010,2397,NA,0
"71",5,560,5004,"Antioquia","Occidente","Abriaquí",2011,2336,NA,0
"72",5,560,5004,"Antioquia","Occidente","Abriaquí",2012,2290,NA,0
"73",5,560,5004,"Antioquia","Occidente","Abriaquí",2013,2231,NA,0
"74",5,560,5004,"Antioquia","Occidente","Abriaquí",2014,2175,NA,0
"75",5,560,5004,"Antioquia","Occidente","Abriaquí",2015,2128,NA,0
"76",5,560,5004,"Antioquia","Occidente","Abriaquí",2016,2075,NA,0
"77",5,560,5004,"Antioquia","Occidente","Abriaquí",2017,2019,NA,0
"78",5,560,5004,"Antioquia","Occidente","Abriaquí",2018,2159,NA,0
"79",5,562,5021,"Antioquia","Oriente","Alejandría",1993,4732,NA,0
"80",5,562,5021,"Antioquia","Oriente","Alejandría",1994,4666,NA,0
"81",5,562,5021,"Antioquia","Oriente","Alejandría",1995,4589,NA,0
"82",5,562,5021,"Antioquia","Oriente","Alejandría",1996,4503,NA,0
"83",5,562,5021,"Antioquia","Oriente","Alejandría",1997,4412,NA,0
"84",5,562,5021,"Antioquia","Oriente","Alejandría",1998,4319,NA,0
"85",5,562,5021,"Antioquia","Oriente","Alejandría",1999,4226,NA,0
"86",5,562,5021,"Antioquia","Oriente","Alejandría",2000,4137,NA,0
"87",5,562,5021,"Antioquia","Oriente","Alejandría",2001,4053,NA,0
"88",5,562,5021,"Antioquia","Oriente","Alejandría",2002,3978,NA,0
"89",5,562,5021,"Antioquia","Oriente","Alejandría",2003,3912,NA,0
"90",5,562,5021,"Antioquia","Oriente","Alejandría",2004,3858,NA,0
"91",5,562,5021,"Antioquia","Oriente","Alejandría",2005,3816,394.38093,0
"92",5,562,5021,"Antioquia","Oriente","Alejandría",2006,3789,NA,0
"93",5,562,5021,"Antioquia","Oriente","Alejandría",2007,3747,NA,0
"94",5,562,5021,"Antioquia","Oriente","Alejandría",2008,3724,NA,0
"95",5,562,5021,"Antioquia","Oriente","Alejandría",2009,3688,NA,0
"96",5,562,5021,"Antioquia","Oriente","Alejandría",2010,3652,NA,0
"97",5,562,5021,"Antioquia","Oriente","Alejandría",2011,3618,NA,0
"98",5,562,5021,"Antioquia","Oriente","Alejandría",2012,3575,NA,0
"99",5,562,5021,"Antioquia","Oriente","Alejandría",2013,3550,NA,0
"100",5,562,5021,"Antioquia","Oriente","Alejandría",2014,3502,NA,0
"101",5,562,5021,"Antioquia","Oriente","Alejandría",2015,3466,NA,0
"102",5,562,5021,"Antioquia","Oriente","Alejandría",2016,3435,NA,0
"103",5,562,5021,"Antioquia","Oriente","Alejandría",2017,3393,NA,0
"104",5,562,5021,"Antioquia","Oriente","Alejandría",2018,3839,NA,0
"105",5,585,5030,"Antioquia","Suroeste","Amagá",1993,24419,NA,0
"106",5,585,5030,"Antioquia","Suroeste","Amagá",1994,24633,NA,0
"107",5,585,5030,"Antioquia","Suroeste","Amagá",1995,24823,NA,0
"108",5,585,5030,"Antioquia","Suroeste","Amagá",1996,25002,NA,0
"109",5,585,5030,"Antioquia","Suroeste","Amagá",1997,25175,NA,0
"110",5,585,5030,"Antioquia","Suroeste","Amagá",1998,25356,NA,0
"111",5,585,5030,"Antioquia","Suroeste","Amagá",1999,25553,NA,0
"112",5,585,5030,"Antioquia","Suroeste","Amagá",2000,25775,NA,0
"113",5,585,5030,"Antioquia","Suroeste","Amagá",2001,26027,NA,0
"114",5,585,5030,"Antioquia","Suroeste","Amagá",2002,26294,NA,0
"115",5,585,5030,"Antioquia","Suroeste","Amagá",2003,26571,NA,0
"116",5,585,5030,"Antioquia","Suroeste","Amagá",2004,26858,NA,0
"117",5,585,5030,"Antioquia","Suroeste","Amagá",2005,27155,3226.2068,0
"118",5,585,5030,"Antioquia","Suroeste","Amagá",2006,27455,NA,0
"119",5,585,5030,"Antioquia","Suroeste","Amagá",2007,27709,NA,0
"120",5,585,5030,"Antioquia","Suroeste","Amagá",2008,27950,NA,0
"121",5,585,5030,"Antioquia","Suroeste","Amagá",2009,28192,NA,0
"122",5,585,5030,"Antioquia","Suroeste","Amagá",2010,28433,NA,0
"123",5,585,5030,"Antioquia","Suroeste","Amagá",2011,28664,NA,0
"124",5,585,5030,"Antioquia","Suroeste","Amagá",2012,28897,NA,0
"125",5,585,5030,"Antioquia","Suroeste","Amagá",2013,29117,NA,0
"126",5,585,5030,"Antioquia","Suroeste","Amagá",2014,29339,NA,0
"127",5,585,5030,"Antioquia","Suroeste","Amagá",2015,29555,NA,0
"128",5,585,5030,"Antioquia","Suroeste","Amagá",2016,29770,NA,0
"129",5,585,5030,"Antioquia","Suroeste","Amagá",2017,29980,NA,0
"130",5,585,5030,"Antioquia","Suroeste","Amagá",2018,26821,NA,0
"131",5,556,5031,"Antioquia","Nordeste","Amalfi",1993,19070,NA,0
"132",5,556,5031,"Antioquia","Nordeste","Amalfi",1994,19216,NA,0
"133",5,556,5031,"Antioquia","Nordeste","Amalfi",1995,19344,NA,0
"134",5,556,5031,"Antioquia","Nordeste","Amalfi",1996,19463,NA,0
"135",5,556,5031,"Antioquia","Nordeste","Amalfi",1997,19574,NA,0
"136",5,556,5031,"Antioquia","Nordeste","Amalfi",1998,19681,NA,0
"137",5,556,5031,"Antioquia","Nordeste","Amalfi",1999,19788,NA,0
"138",5,556,5031,"Antioquia","Nordeste","Amalfi",2000,19899,NA,0
"139",5,556,5031,"Antioquia","Nordeste","Amalfi",2001,20019,NA,0
"140",5,556,5031,"Antioquia","Nordeste","Amalfi",2002,20139,NA,0
"141",5,556,5031,"Antioquia","Nordeste","Amalfi",2003,20262,NA,0
"142",5,556,5031,"Antioquia","Nordeste","Amalfi",2004,20391,NA,0
"143",5,556,5031,"Antioquia","Nordeste","Amalfi",2005,20525,3365.1127,0
"144",5,556,5031,"Antioquia","Nordeste","Amalfi",2006,20665,NA,0
"145",5,556,5031,"Antioquia","Nordeste","Amalfi",2007,20826,NA,0
"146",5,556,5031,"Antioquia","Nordeste","Amalfi",2008,20985,NA,0
"147",5,556,5031,"Antioquia","Nordeste","Amalfi",2009,21138,NA,0
"148",5,556,5031,"Antioquia","Nordeste","Amalfi",2010,21295,NA,0
"149",5,556,5031,"Antioquia","Nordeste","Amalfi",2011,21449,NA,0
"150",5,556,5031,"Antioquia","Nordeste","Amalfi",2012,21615,NA,0
"151",5,556,5031,"Antioquia","Nordeste","Amalfi",2013,21768,NA,0
"152",5,556,5031,"Antioquia","Nordeste","Amalfi",2014,21932,NA,0
"153",5,556,5031,"Antioquia","Nordeste","Amalfi",2015,22088,NA,0
"154",5,556,5031,"Antioquia","Nordeste","Amalfi",2016,22253,NA,0
"155",5,556,5031,"Antioquia","Nordeste","Amalfi",2017,22414,NA,0
"156",5,556,5031,"Antioquia","Nordeste","Amalfi",2018,20265,NA,0
"157",5,585,5034,"Antioquia","Suroeste","Andes",1993,38956,NA,0
"158",5,585,5034,"Antioquia","Suroeste","Andes",1994,39033,NA,0
"159",5,585,5034,"Antioquia","Suroeste","Andes",1995,39118,NA,0
"160",5,585,5034,"Antioquia","Suroeste","Andes",1996,39225,NA,0
"161",5,585,5034,"Antioquia","Suroeste","Andes",1997,39353,NA,0
"162",5,585,5034,"Antioquia","Suroeste","Andes",1998,39509,NA,0
"163",5,585,5034,"Antioquia","Suroeste","Andes",1999,39703,NA,0
"164",5,585,5034,"Antioquia","Suroeste","Andes",2000,39939,NA,0
"165",5,585,5034,"Antioquia","Suroeste","Andes",2001,40220,NA,0
"166",5,585,5034,"Antioquia","Suroeste","Andes",2002,40526,NA,0
"167",5,585,5034,"Antioquia","Suroeste","Andes",2003,40858,NA,0
"168",5,585,5034,"Antioquia","Suroeste","Andes",2004,41211,NA,0
"169",5,585,5034,"Antioquia","Suroeste","Andes",2005,41591,5390.1021,0
"170",5,585,5034,"Antioquia","Suroeste","Andes",2006,41988,NA,0
"171",5,585,5034,"Antioquia","Suroeste","Andes",2007,42428,NA,0
"172",5,585,5034,"Antioquia","Suroeste","Andes",2008,42852,NA,0
"173",5,585,5034,"Antioquia","Suroeste","Andes",2009,43290,NA,0
"174",5,585,5034,"Antioquia","Suroeste","Andes",2010,43715,NA,0
"175",5,585,5034,"Antioquia","Suroeste","Andes",2011,44149,NA,0
"176",5,585,5034,"Antioquia","Suroeste","Andes",2012,44573,NA,0
"177",5,585,5034,"Antioquia","Suroeste","Andes",2013,44994,NA,0
"178",5,585,5034,"Antioquia","Suroeste","Andes",2014,45417,NA,0
"179",5,585,5034,"Antioquia","Suroeste","Andes",2015,45814,NA,0
"180",5,585,5034,"Antioquia","Suroeste","Andes",2016,46221,NA,0
"181",5,585,5034,"Antioquia","Suroeste","Andes",2017,46621,NA,0
"182",5,585,5034,"Antioquia","Suroeste","Andes",2018,38144,NA,0
"183",5,585,5036,"Antioquia","Suroeste","Angelópolis",1993,6284,NA,0
"184",5,585,5036,"Antioquia","Suroeste","Angelópolis",1994,6356,NA,0
"185",5,585,5036,"Antioquia","Suroeste","Angelópolis",1995,6442,NA,0
"186",5,585,5036,"Antioquia","Suroeste","Angelópolis",1996,6538,NA,0
"187",5,585,5036,"Antioquia","Suroeste","Angelópolis",1997,6644,NA,0
"188",5,585,5036,"Antioquia","Suroeste","Angelópolis",1998,6758,NA,0
"189",5,585,5036,"Antioquia","Suroeste","Angelópolis",1999,6879,NA,0
"190",5,585,5036,"Antioquia","Suroeste","Angelópolis",2000,7004,NA,0
"191",5,585,5036,"Antioquia","Suroeste","Angelópolis",2001,7132,NA,0
"192",5,585,5036,"Antioquia","Suroeste","Angelópolis",2002,7259,NA,0
"193",5,585,5036,"Antioquia","Suroeste","Angelópolis",2003,7388,NA,0
"194",5,585,5036,"Antioquia","Suroeste","Angelópolis",2004,7513,NA,0
"195",5,585,5036,"Antioquia","Suroeste","Angelópolis",2005,7641,1098.7246,0
"196",5,585,5036,"Antioquia","Suroeste","Angelópolis",2006,7765,NA,0
"197",5,585,5036,"Antioquia","Suroeste","Angelópolis",2007,7894,NA,0
"198",5,585,5036,"Antioquia","Suroeste","Angelópolis",2008,8034,NA,0
"199",5,585,5036,"Antioquia","Suroeste","Angelópolis",2009,8151,NA,0
"200",5,585,5036,"Antioquia","Suroeste","Angelópolis",2010,8287,NA,0
"201",5,585,5036,"Antioquia","Suroeste","Angelópolis",2011,8415,NA,0
"202",5,585,5036,"Antioquia","Suroeste","Angelópolis",2012,8551,NA,0
"203",5,585,5036,"Antioquia","Suroeste","Angelópolis",2013,8680,NA,0
"204",5,585,5036,"Antioquia","Suroeste","Angelópolis",2014,8806,NA,0
"205",5,585,5036,"Antioquia","Suroeste","Angelópolis",2015,8946,NA,0
"206",5,585,5036,"Antioquia","Suroeste","Angelópolis",2016,9082,NA,0
"207",5,585,5036,"Antioquia","Suroeste","Angelópolis",2017,9216,NA,0
"208",5,585,5036,"Antioquia","Suroeste","Angelópolis",2018,5027,NA,0
"209",5,558,5038,"Antioquia","Norte","Angostura",1993,13259,NA,0
"210",5,558,5038,"Antioquia","Norte","Angostura",1994,13254,NA,0
"211",5,558,5038,"Antioquia","Norte","Angostura",1995,13226,NA,0
"212",5,558,5038,"Antioquia","Norte","Angostura",1996,13182,NA,0
"213",5,558,5038,"Antioquia","Norte","Angostura",1997,13121,NA,0
"214",5,558,5038,"Antioquia","Norte","Angostura",1998,13053,NA,0
"215",5,558,5038,"Antioquia","Norte","Angostura",1999,12980,NA,0
"216",5,558,5038,"Antioquia","Norte","Angostura",2000,12907,NA,0
"217",5,558,5038,"Antioquia","Norte","Angostura",2001,12839,NA,0
"218",5,558,5038,"Antioquia","Norte","Angostura",2002,12768,NA,0
"219",5,558,5038,"Antioquia","Norte","Angostura",2003,12691,NA,0
"220",5,558,5038,"Antioquia","Norte","Angostura",2004,12609,NA,0
"221",5,558,5038,"Antioquia","Norte","Angostura",2005,12519,2816.0101,0
"222",5,558,5038,"Antioquia","Norte","Angostura",2006,12417,NA,0
"223",5,558,5038,"Antioquia","Norte","Angostura",2007,12294,NA,0
"224",5,558,5038,"Antioquia","Norte","Angostura",2008,12175,NA,0
"225",5,558,5038,"Antioquia","Norte","Angostura",2009,12046,NA,0
"226",5,558,5038,"Antioquia","Norte","Angostura",2010,11930,NA,0
"227",5,558,5038,"Antioquia","Norte","Angostura",2011,11811,NA,0
"228",5,558,5038,"Antioquia","Norte","Angostura",2012,11695,NA,0
"229",5,558,5038,"Antioquia","Norte","Angostura",2013,11579,NA,0
"230",5,558,5038,"Antioquia","Norte","Angostura",2014,11464,NA,0
"231",5,558,5038,"Antioquia","Norte","Angostura",2015,11354,NA,0
"232",5,558,5038,"Antioquia","Norte","Angostura",2016,11240,NA,0
"233",5,558,5038,"Antioquia","Norte","Angostura",2017,11139,NA,0
"234",5,558,5038,"Antioquia","Norte","Angostura",2018,10500,NA,0
"235",5,556,5040,"Antioquia","Nordeste","Anorí",1993,12634,NA,0
"236",5,556,5040,"Antioquia","Nordeste","Anorí",1994,12789,NA,0
"237",5,556,5040,"Antioquia","Nordeste","Anorí",1995,12969,NA,0
"238",5,556,5040,"Antioquia","Nordeste","Anorí",1996,13171,NA,0
"239",5,556,5040,"Antioquia","Nordeste","Anorí",1997,13383,NA,0
"240",5,556,5040,"Antioquia","Nordeste","Anorí",1998,13604,NA,0
"241",5,556,5040,"Antioquia","Nordeste","Anorí",1999,13825,NA,0
"242",5,556,5040,"Antioquia","Nordeste","Anorí",2000,14038,NA,0
"243",5,556,5040,"Antioquia","Nordeste","Anorí",2001,14242,NA,0
"244",5,556,5040,"Antioquia","Nordeste","Anorí",2002,14442,NA,0
"245",5,556,5040,"Antioquia","Nordeste","Anorí",2003,14640,NA,0
"246",5,556,5040,"Antioquia","Nordeste","Anorí",2004,14832,NA,0
"247",5,556,5040,"Antioquia","Nordeste","Anorí",2005,15016,3102.9137,0
"248",5,556,5040,"Antioquia","Nordeste","Anorí",2006,15190,NA,0
"249",5,556,5040,"Antioquia","Nordeste","Anorí",2007,15407,NA,0
"250",5,556,5040,"Antioquia","Nordeste","Anorí",2008,15605,NA,0
"251",5,556,5040,"Antioquia","Nordeste","Anorí",2009,15812,NA,0
"252",5,556,5040,"Antioquia","Nordeste","Anorí",2010,16025,NA,0
"253",5,556,5040,"Antioquia","Nordeste","Anorí",2011,16237,NA,0
"254",5,556,5040,"Antioquia","Nordeste","Anorí",2012,16447,NA,0
"255",5,556,5040,"Antioquia","Nordeste","Anorí",2013,16658,NA,0
"256",5,556,5040,"Antioquia","Nordeste","Anorí",2014,16870,NA,0
"257",5,556,5040,"Antioquia","Nordeste","Anorí",2015,17086,NA,0
"258",5,556,5040,"Antioquia","Nordeste","Anorí",2016,17304,NA,0
"259",5,556,5040,"Antioquia","Nordeste","Anorí",2017,17521,NA,0
"260",5,556,5040,"Antioquia","Nordeste","Anorí",2018,14502,NA,0
"261",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",1993,21126,NA,0
"262",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",1994,21278,NA,0
"263",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",1995,21432,NA,0
"264",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",1996,21591,NA,0
"265",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",1997,21749,NA,0
"266",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",1998,21904,NA,0
"267",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",1999,22056,NA,0
"268",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2000,22203,NA,0
"269",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2001,22346,NA,0
"270",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2002,22489,NA,0
"271",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2003,22629,NA,0
"272",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2004,22767,NA,0
"273",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2005,22903,2841.9669,0
"274",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2006,23031,NA,0
"275",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2007,23190,NA,0
"276",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2008,23354,NA,0
"277",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2009,23522,NA,0
"278",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2010,23688,NA,0
"279",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2011,23858,NA,0
"280",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2012,24025,NA,0
"281",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2013,24202,NA,0
"282",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2014,24369,NA,0
"283",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2015,24549,NA,0
"284",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2016,24724,NA,0
"285",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2017,24905,NA,0
"286",5,560,5042,"Antioquia","Occidente","Santafé de Antioquia",2018,23216,NA,0
"287",5,560,5044,"Antioquia","Occidente","Anza",1993,6961,NA,0
"288",5,560,5044,"Antioquia","Occidente","Anza",1994,7015,NA,0
"289",5,560,5044,"Antioquia","Occidente","Anza",1995,7061,NA,0
"290",5,560,5044,"Antioquia","Occidente","Anza",1996,7101,NA,0
"291",5,560,5044,"Antioquia","Occidente","Anza",1997,7138,NA,0
"292",5,560,5044,"Antioquia","Occidente","Anza",1998,7172,NA,0
"293",5,560,5044,"Antioquia","Occidente","Anza",1999,7208,NA,0
"294",5,560,5044,"Antioquia","Occidente","Anza",2000,7248,NA,0
"295",5,560,5044,"Antioquia","Occidente","Anza",2001,7290,NA,0
"296",5,560,5044,"Antioquia","Occidente","Anza",2002,7329,NA,0
"297",5,560,5044,"Antioquia","Occidente","Anza",2003,7362,NA,0
"298",5,560,5044,"Antioquia","Occidente","Anza",2004,7390,NA,0
"299",5,560,5044,"Antioquia","Occidente","Anza",2005,7415,1224.0638,0
"300",5,560,5044,"Antioquia","Occidente","Anza",2006,7433,NA,0
"301",5,560,5044,"Antioquia","Occidente","Anza",2007,7451,NA,0
"302",5,560,5044,"Antioquia","Occidente","Anza",2008,7468,NA,0
"303",5,560,5044,"Antioquia","Occidente","Anza",2009,7484,NA,0
"304",5,560,5044,"Antioquia","Occidente","Anza",2010,7500,NA,0
"305",5,560,5044,"Antioquia","Occidente","Anza",2011,7515,NA,0
"306",5,560,5044,"Antioquia","Occidente","Anza",2012,7529,NA,0
"307",5,560,5044,"Antioquia","Occidente","Anza",2013,7543,NA,0
"308",5,560,5044,"Antioquia","Occidente","Anza",2014,7556,NA,0
"309",5,560,5044,"Antioquia","Occidente","Anza",2015,7568,NA,0
"310",5,560,5044,"Antioquia","Occidente","Anza",2016,7580,NA,0
"311",5,560,5044,"Antioquia","Occidente","Anza",2017,7591,NA,0
"312",5,560,5044,"Antioquia","Occidente","Anza",2018,6388,NA,0
"313",5,592,5045,"Antioquia","Urabá","Apartadó",1993,78650,NA,0
"314",5,592,5045,"Antioquia","Urabá","Apartadó",1994,82563,NA,0
"315",5,592,5045,"Antioquia","Urabá","Apartadó",1995,86674,NA,0
"316",5,592,5045,"Antioquia","Urabá","Apartadó",1996,90953,NA,0
"317",5,592,5045,"Antioquia","Urabá","Apartadó",1997,95364,NA,0
"318",5,592,5045,"Antioquia","Urabá","Apartadó",1998,99871,NA,0
"319",5,592,5045,"Antioquia","Urabá","Apartadó",1999,104415,NA,0
"320",5,592,5045,"Antioquia","Urabá","Apartadó",2000,109001,NA,0
"321",5,592,5045,"Antioquia","Urabá","Apartadó",2001,113575,NA,0
"322",5,592,5045,"Antioquia","Urabá","Apartadó",2002,118124,NA,0
"323",5,592,5045,"Antioquia","Urabá","Apartadó",2003,122640,NA,0
"324",5,592,5045,"Antioquia","Urabá","Apartadó",2004,127058,NA,0
"325",5,592,5045,"Antioquia","Urabá","Apartadó",2005,131416,16560.519,0
"326",5,592,5045,"Antioquia","Urabá","Apartadó",2006,135654,NA,0
"327",5,592,5045,"Antioquia","Urabá","Apartadó",2007,139913,NA,0
"328",5,592,5045,"Antioquia","Urabá","Apartadó",2008,144283,NA,0
"329",5,592,5045,"Antioquia","Urabá","Apartadó",2009,148745,NA,0
"330",5,592,5045,"Antioquia","Urabá","Apartadó",2010,153319,NA,0
"331",5,592,5045,"Antioquia","Urabá","Apartadó",2011,158059,NA,0
"332",5,592,5045,"Antioquia","Urabá","Apartadó",2012,162914,NA,0
"333",5,592,5045,"Antioquia","Urabá","Apartadó",2013,167895,NA,0
"334",5,592,5045,"Antioquia","Urabá","Apartadó",2014,173008,NA,0
"335",5,592,5045,"Antioquia","Urabá","Apartadó",2015,178257,NA,0
"336",5,592,5045,"Antioquia","Urabá","Apartadó",2016,183716,NA,0
"337",5,592,5045,"Antioquia","Urabá","Apartadó",2017,189325,NA,0
"338",5,592,5045,"Antioquia","Urabá","Apartadó",2018,113469,NA,0
"339",5,592,5051,"Antioquia","Urabá","Arboletes",1993,26900,NA,0
"340",5,592,5051,"Antioquia","Urabá","Arboletes",1994,26464,NA,0
"341",5,592,5051,"Antioquia","Urabá","Arboletes",1995,26196,NA,0
"342",5,592,5051,"Antioquia","Urabá","Arboletes",1996,26092,NA,0
"343",5,592,5051,"Antioquia","Urabá","Arboletes",1997,26141,NA,0
"344",5,592,5051,"Antioquia","Urabá","Arboletes",1998,26335,NA,0
"345",5,592,5051,"Antioquia","Urabá","Arboletes",1999,26665,NA,0
"346",5,592,5051,"Antioquia","Urabá","Arboletes",2000,27124,NA,0
"347",5,592,5051,"Antioquia","Urabá","Arboletes",2001,27697,NA,0
"348",5,592,5051,"Antioquia","Urabá","Arboletes",2002,28361,NA,0
"349",5,592,5051,"Antioquia","Urabá","Arboletes",2003,29098,NA,0
"350",5,592,5051,"Antioquia","Urabá","Arboletes",2004,29894,NA,0
"351",5,592,5051,"Antioquia","Urabá","Arboletes",2005,30738,4637.7433,0
